How to Make Gesso: 2 Quick and Easy DIY Recipes,Weigh an equal amount of whiting chalk or calcium carbonate.,"Set another bowl that weighs as much as the bowl with the glue onto the scale. Continue to add whiting chalk or calcium carbonate to the bowl until it weighs the same as the glue solution.[6]You can buy whiting chalk at home improvement stores or online.In a pinch, you can finely grind sticks of chalk to use."
How to Make Gesso: 2 Quick and Easy DIY Recipes,Stir the chalk into the solution until the gesso is smooth.,Carefully pour the chalk or calcium carbonate you weighed into the glue solution and use a clean wooden spoon to stir it. Mix gently so you don't create air bubbles in the gesso.[7]The chalk should dissolve quickly in the glue solution and you shouldn't see any lumps.
How to Make Gesso: 2 Quick and Easy DIY Recipes,Stretch a stocking over a storage container and strain the gesso through it.,"Get out a clean storage container for your gesso and stretch a nylon stocking over the top. Then, slowly pour the gesso through the stocking to catch grit or impurities.[8]You can use your hands to squeeze the gesso through the stocking.To store the gesso, cover the storage container tightly. It should keep indefinitely at room temperature."
How to Make Gesso: 2 Quick and Easy DIY Recipes,Use the gesso to prime rigid materials before painting on them.,"Dip a paintbrush into your gesso and brush it evenly over your rigid material. You could spread the gesso on wooden panels or fiberboard, for instance. Let the gesso dry completely before adding extra coats. It should take about 20 minutes for each coat to dry.Let the primed surface dry for at least 24 hours before you begin oil painting on it."
How to Apply for a Marriage License in Michigan,Confirm that you and your partner are eligible to marry one another.,"You can visit the Michigan government website for their laws regarding eligible marriages.Age: You must be at least 16 years old to get married in Michigan. If you are under 18 years of age, you must show a certified copy of your birth certificate and have the written consent of one parent or legal guardian, who also must appear at the time of application with picture identification (such as a driver's license or passport).[1]Family Relation: Note that Michigan does not grant marriage licenses for marriages between members of the same family, including between first cousins. Marriages between second cousins is not, however, considered illegal.[2]Sex: As of June 2015, same-sex and different sex partners are allowed to get married. [3][4]"
How to Apply for a Marriage License in Michigan,Gather the appropriate identification and documentation.,"Each party will need the following to fill out and submit the marriage license application:[5]Valid driver's license or state ID to show proof of identification and residency. Note that you do not need to be a resident of Michigan to marry in the state. More information on this is provided in step 3.Certified copy of birth certificate. Hospital certificates and/or baptismal certificates will not be accepted. You can also use a valid passport if you do not have a certified copy of your birth certificate, but note that you will need to provide the full names of both parents and the state or country in which they were born. If a previous marriage ended in divorce in the last six months before you If it was within the last 6 months, you will need to bring proof of the divorce that can be left with the Clerk.Social Security numbers of both parties.Any information regarding previous marriages including full name of former spouse, date of divorce or death, county, and state of dissolution or death of spouse. If you are divorced within the last 6 months, you will need to bring proof of the divorce that can be left with the Clerk."
How to Apply for a Marriage License in Michigan,Locate the county clerk's office in the county where you live.,"This is where you will submit your marriage application.If you are a Michigan resident (meaning you have a valid driver's license or state I.D.), you must apply in the county where you live. If both partners are Michigan residents, you can apply in either county. The license is valid throughout the state.Out-of-state couples who want to get married in Michigan need to apply to the county in which they are to be married. The license is only valid for that county."
How to Apply for a Marriage License in Michigan,Go to the county clerk's office and fill out the Marriage License application.,Bring all of your supporting documentation. A number of counties also offer online applications that you can fill out online instead of going to the clerk's office.
How to Apply for a Marriage License in Michigan,Pay the license fee.,"Michigan residents pay a $20 fee.[6] Out-of-state wedding applicants pay $30. Most offices accept cash, credit cards, and money orders. Note that if you pay online, you must pay with a credit card.If you are applying in person, it is a good idea to plan to bring cash. Some offices will only accept cash payments.[7]A probate court can waive the fee in cases where there is undue hardship. Check with your local county clerk if this is an option for you."
How to Apply for a Marriage License in Michigan,Wait three days after filing the application.,"After applying in person or online, you can pick up your marriage license on the third day following the date of application (provided that you meet all of the requirements above). You must pick up your license at the office where you filed the application.In some counties, you can apply for a waiver of the three-day waiting period for a $10 fee. Check in advance with your county clerk's office to confirm whether this is an option for you.[8]One or both parties must appear to apply for the marriage license, or if you applied online, you must pick the license up in person. If only one applicant is present, you must have all items listed above for both parties (a photocopy, front and back, of your partner's driver's license or state ID will be accepted).Your license will come with an original copy and a duplicate. The original goes back to the clerk's office after the marriage is pronounced, and you get the other one for your own records."
How to Apply for a Marriage License in Michigan,Get married!,"The license is valid for 33 days. If your ceremony is more than 34 days from the date of application, your license will not be valid and you will need to reapply.Prior to the wedding ceremony, hand the application to the person solemnizing the wedding vows.A marriage can be solemnized by a district court judge in Michigan, a district court magistrate in Michigan, a municipal judge in Michigan, a judge of probate in Michigan, a federal judge, a mayor in the county, a county clerk, or a minister of the gospel or cleric or religious practitioner in Michigan. Non-resident ministers of the gospel and clerics and religious practitioners can also solemnize marriages in Michigan as long as he or she is authorized to solemnize marriages according to his or her state's laws.[9]After the ceremony, have the authorized official who performed the marriage ceremony sign the marriage license, along with the bride and the groom and two witnesses (who must be at least 18 years of age). The part marked ""duplicate"" is given to the newlyweds, and the original must be submitted to the county clerk that issued it within 10 days.[10]The marriage license can be used as proof of marriage if one party wishes to change her name after the marriage."
How to Shoot a Basketball (with Pictures) - wikiHow,"Keep your feet no further than shoulder width apart, preferably closer together, and slightly staggered.","[1] You should put your shooting foot very slightly ahead of your non-shooting foot. Your shooting foot is the foot on the same side as your shooting arm  if youre right handed, it will be your right foot. Your feet should be turned 10 to 45 degrees towards your off hand side, and your shoulder, hip, and elbow should be aligned with the basket."
How to Shoot a Basketball (with Pictures) - wikiHow,Flex your knees slightly.,"Locking your knees makes it easy for you to get knocked off balance. Flex your knees comfortably so you're in position to jump as soon as you have the ball.[2]Keep your stance in mind as you learn the art of shooting and begin to practice. Once you find the stance that suits you best, use it every single time. The goal is to get so used to the stance that you don't have to think about it before your feet take the right position to let a great shot fly."
How to Shoot a Basketball (with Pictures) - wikiHow,"Turn more in the air and jump forward, keeping your shoulders back, if you need to shoot a longer shot.",Your power mostly comes from your turn and your shoulders being relaxed. Your shot will be much less accurate and fluid if you try to fling the ball forward using power in your chest and arms. Practice jumping from 0 to 90 degrees without the ball to practice your turn. Make sure you are jumping forward and that your shoulders are back and relaxed.
How to Shoot a Basketball (with Pictures) - wikiHow,Dip the ball down to your waist or thigh.,The ball and your shooting eye should form a straight line to the basket.
How to Shoot a Basketball (with Pictures) - wikiHow,"Position your elbow so it's inline with your shoulder, not directly under the ball.","[3] Learn to position the ball in this same place every single time you get ready to take a shot. When someone passes you the ball, dip it to your waist or thigh. If you catch a bounce pass or another low pass, or are shooting off the dribble, you don't need to dip, as you are already in a dipping motion. Also, if you are right-handed, keep your left hand on the side on the line and your right hand holding the back of the ball firmly in place. Use your hand that you write with to shoot with. Your other hand is just for the guide. If you are left-handed, do the opposite."
How to Shoot a Basketball (with Pictures) - wikiHow,Grip the ball correctly.,"Position your shooting hand so that your fingertips are perpendicular to the seams in the ball.[4] This hand is responsible for launching the ball. Place your non-shooting hand on the side of the ball to act as a guide for the shot. Your palm may or may not be touching the ball while youre preparing to shoot - you may have control of the ball with your fingers and thumb.[5]Leave a little space between your palm and the ball, so the ball will be able to roll off your fingertips with ease. The ball should sit on your finger pads. Spread your fingers wide so you have greater control over the ball."
How to Shoot a Basketball (with Pictures) - wikiHow,Locate the target.,"If you want the ball to go into the net, then you need to look at the net. If youre planning to bank the ball in off the backboard, then look at the spot on the backboard you want to hit. Your eyes are an incredibly important part of a good shot in basketball. Once you release, you may either follow the flight of the ball (which is common among great NBA shooters) or continue to look at the rim.[6]"
How to Shoot a Basketball (with Pictures) - wikiHow,Straighten your knees and jump.,"Use your legs to help propel the ball by jumping upward while your shooting hand launches the ball and your shoulders lean back. Move your legs, torso, and arms together in a coordinated fashion to take the shot."
How to Shoot a Basketball (with Pictures) - wikiHow,"Jump slightly forward when you shoot, making sure your shoulders lean back and are relaxed.","Your feet shouldn't land in the same position where they started because it will cause a lot of tension in your neck and shoulders. Jumping forward will also give your ball more arc.[7]Don't lean forward as you jump. If your body is balanced, you should jump in a natural motion, it will cause your shot to be balanced and relieve tension."
How to Shoot a Basketball (with Pictures) - wikiHow,Push the ball upward with your shooting hand.,"As your hips rise up and you start your jumping motion, move the ball in a smooth motion from your dip to eye level. It should all be one smooth motion.  Your hips rise as your elbow rises with the ball, and you should turn anywhere from 20-90 degrees towards your off hand.[8]Don't let the ball go behind your head or off to the side. Shoot it in a fluid, forward motion. Your non-shooting hand serves only to guide the ball and to keep it steady while your shooting hand exerts force."
How to Shoot a Basketball (with Pictures) - wikiHow,Release the ball.,"Just before you reach the height of your jump, release the ball, with your shooting hand aimed at the basket. Straighten your elbow and push your wrist so that the ball arches, rather than moving toward the basket in a straight line. As you release the ball, your guiding hand should move to lightly touch your shooting arm just below the wrist.[9] Roll the ball off your fingertips toward the basket. You can tell whether you shot it properly by looking at the backspin; if the lines of the basketball spin symmetrically, you positioned the ball properly.[10]"
How to Shoot a Basketball (with Pictures) - wikiHow,Follow through.,"This is a hugely important part of shooting a basketball. If you shoot from your wrist without following through the shot wont be nearly as accurate. When the shot is complete, your shooting hand will resemble the shape of a swan; your arm is arched elegantly toward the basket, with your hand loosely cocked downward and your fingers pointed toward the hoop. This is called follow through.[11]"
How to Shoot a Basketball (with Pictures) - wikiHow,Develop muscle memory.,"[12] Basketball is a fast-paced game, and you won't have time to think about the mechanics of shooting while the clock is running down and your opponents are trying to steal the ball from you. It's important to practice shooting as much as you can, so that taking a shot - from the stance and grip to the jump and release - feels natural.Practice from many angles. Shoot from all sides of the basket and from a variety of distances, using the same form every single time, whether you're shooting from the 3-point line or closer to the basket. However, you should turn more and jump farther forward for a longer shot than a shorter one."
How to Shoot a Basketball (with Pictures) - wikiHow,Practice free throws.,"Free throws, or foul shots, are taken from the free throw line, located 15 feet (4.6m) from the basket. It's a good distance to practice from, and since it's located in front of the backboard behind the basket, the ball will usually bounce back to you and you won't have to chase after it as frequently."
How to Shoot a Basketball (with Pictures) - wikiHow,Start to use the backboard.,"The backboard can be a useful tool, especially for shots you take close to the basket. Depending on where you are on the court youll need to bank the ball off the backboard in different ways. Generally, if you are on the right side of the court youll aim for the top right corner of the square on the backboard. If you are on the left side of the court youll aim for the top left corner of the square.Use the backboard when you  shoot layups, which are taken off the dribble rather than from a standing position."
How to Shoot a Basketball (with Pictures) - wikiHow,Practice in a game setting.,"After you're comfortable shooting on your own, get some friends together to have a basketball scrimmage, or join a league so you can play some games. Shooting during the pressure of a game is a little harder than doing it by yourself in your backyard, since you have to catch passes, dodge steals and be aware of the strategy your coach and the other players expect you to employ. However, if you practice the right form and develop good muscle memory, you'll be racking up the points in no time."
How to Pack an Overnight Bag: Essential Tips & Checklist,Pack one outfit for the first night and another for the next day.,"Youll need 3 outfits for an overnight trip: the outfit youre wearing when you leave, an outfit suitable for your evening plans at the destination, and a change of clothes for the next day. Its always possible that something will happen and youll need to stay an extra night, but if youre worried, you really only need to pack 1 extra shirt.[1]When choosing what to wear the first day while you travel, pick something comfortable, like jeans or leggings and a T-shirt.For example, bring a nicer outfit if youll be going out to lunch or dinner at your destination.[2] For example, try a stylish blouse, button-down shirt and slacks, or a dress.Planning is essential whenever you pack for a trip. Be mindful of the events you have coming up, and make sure your dress code is right for the occasion.[3]"
How to Pack an Overnight Bag: Essential Tips & Checklist,Bring a single pair of lightweight pajamas.,"Youll only be away overnight, so you dont need to weigh yourself down with any extra pairs. Bring a long-sleeved shirt and pajama pants if your destination is going to be chilly, or something smaller and thinner, like a t-shirt and sleeping shorts, if your destination is warm. This will save space and keep you comfortable while you sleep.[4]"
How to Pack an Overnight Bag: Essential Tips & Checklist,Wear a pair of comfy shoes for travel and pack a second pair.,"Overnight trips usually require 2 pairs of shoes: one to wear most of the time and another if theres an event or activity that might require a change of shoes. To save space, wear your regular shoes while traveling and store the second pair in your bag. Plus, if you dont need a second pair of shoes, you can wear a single pair and be done with it![5]Youll really only need a second pair of shoes if youre going somewhere with a specific dress code. For example, if you have a fancy event that night, pack a nice pair of shoeslike heels or dress shoes."
How to Pack an Overnight Bag: Essential Tips & Checklist,Bring a pair of clean underwear and socks.,"Since youre only traveling for one night, theres typically no need to pack more than 1 pair of underwear and 1 pair of socks. However, if youre worried about your trip being delayed, you can always include an extra pair of underwear just in case. Similarly, if rainy weather is a concern, throw an extra pair of socks in your bag in case the first gets wet.[6]"
How to Pack an Overnight Bag: Essential Tips & Checklist,Include only the accessories you need to keep your bag free of clutter.,"Do you usually wear accessories like jewelry, belts, watches, or sunglasses? Its okay to bring those with youbut try not to empty your entire jewelry box into your bag! Think about what outfits youll wear and what accessories match them best. Then, pack those accessories and leave the rest at home.[7]Consider accessories that might come in handy at your destination. For a colder climate, throw a scarf into your bag or wear it while traveling.To prevent jewelry chains from knotting, pack your jewelry in plastic bags and pull a bit of the chain out. Zip up the bag tightly around the piece of chain, leaving it sticking out of the top."
How to Pack an Overnight Bag: Essential Tips & Checklist,"Reuse your day 1 travel clothes for your return trip, if possible.","If you dont have much planned for the next day beyond the trip back home, you probably wont need another change of clothes. Just throw on the same travel outfit you wore the day before, and save space in your bag. This might give you room to sneak in other thingslike a second pair of shoes or a hair straightener!Always bring as many reusable or multi-purpose items as possible on trips. For example, a soft beach towel could double as a blanket, or you could bring a metal water bottle instead of a disposable plastic one."
How to Pack an Overnight Bag: Essential Tips & Checklist,Pack optional items like workout clothes or a swimsuit if youll need them.,"Will you be staying at a hotel with a pool or gym? Do you plan to visit a nearby beach when you arrive? Swimsuits are lightweight and dont take up much roomso if theres a chance youll go swimming, bring it along to be safe. Workout clothes might also be a good idea, but only if you absolutely plan to use them.[8]"
How to Pack an Overnight Bag: Essential Tips & Checklist,Check the weather forecast at your destination.,"If youre traveling to a different area overnight, see if conditions like rain, cold, or extreme heat are in the forecast using services like Weather.com. Then, choose your clothing based on the conditions you'll be facing when you arrive. This is extremely important because nobody wants to end up unprepared or even sick when traveling.If its raining, bring an umbrella or raincoat and leave your best leather shoes (since you dont want to damage them outside).If temperatures look high during the day and night, bring light, breathable outfits and save room in your bag by leaving your heavy jacket at home."
How to Pack an Overnight Bag: Essential Tips & Checklist,Prepare layered outfits so youre ready for any situation.,"Checking the weather is all well and good, but it never hurts to be prepared in case it gets unexpectedly hot (or cold) despite the forecast. So, whats the trick to dealing with unexpected weather? Layers! Make sure you pack pieces of clothing that can be layered on top of each other so youre dressed for anything.[9] For example:Even if youre mostly bringing warm-weather clothes, pack a jacket to throw on in case the nights are chilly.If its supposed to be cold out, wear a short-sleeve shirt under your sweater and jacket in case the weather gets warmer or you get a little overheated while indoors."
How to Pack an Overnight Bag: Essential Tips & Checklist,Fill one small toiletry bag with only the necessities.,"There are some toiletries youll always need, including a toothbrush, toothpaste, floss, and deodorant. If you wear makeup, bring along some makeup wipes and your normal facial cleanser. Ask your hotel if they provide things like shampoo, conditioner, and body washor, if youre staying with a friend, ask to borrow theirs.[10] Other toiletries to consider include:MouthwashHairbrushMoisturizerContact lenses and solutionRazor and shaving creamHair ties and bobby pinsShampoo, conditioner, and body wash (if there isnt any at the destination)"
How to Pack an Overnight Bag: Essential Tips & Checklist,Prepare a mini medicine kit.,"Its always a good idea to be prepared for medical issues, even on overnight trips. Put together a personalized medicine kit with any medications youre currently taking, plus medicines that might come in handy during transit. For example, is it allergy season? Bring an antihistamine. Do you get headaches when you fly? Bring a pain reliever like Tylenol.[11]You dont need to bring whole bottles of medicine if youre just traveling overnight. Instead, fill a pill organizer with as much medicine as you need (or pack 1 extra dose if youre worried about running out)."
How to Pack an Overnight Bag: Essential Tips & Checklist,Keep a portable hygiene kit with you as you travel.,"Maintaining your hygiene is crucial when travelingafter all, getting sick is never fun! Make your own little hygiene kit with everything youll need to stay healthy and clean on your trip, including hand sanitizer, wet wipes, tissues, a face mask, andif you or a traveling companion menstruatesas many sanitary pads or tampons as you might need.[12]Remember, you dont need more than a small bottle of hand sanitizerand a bigger bottle will just be harder to fit in your bag."
How to Pack an Overnight Bag: Essential Tips & Checklist,Bring no more than 10 cosmetic products if you wear makeup.,"From lipstick to brushes and palettes, makeup can really add up if you arent careful! Since youre only going away overnight, youll really only need the essential makeup products in your collection. If you know youll be wearing makeup, limit yourself to packing 10 products (or less) in your bag to conserve space.[13] Consider products like:FoundationConcealerMakeup spongeEyelinerMascaraLip gloss or lipstick"
How to Pack an Overnight Bag: Essential Tips & Checklist,Pack only travel-size (or TSA-approved) toiletries in your bag.,"Big bottles of shampoo, hair straighteners, and blow dryers will take up lots of room in your bag. Pour liquid products into smaller, travel-size containers so you can ditch all the large bottles, and check ahead to see if things like blow dryers will be provided at your destination so you wont have to pack them.[14]Check the TSA guidelines on sizes for containers of liquids, gels, and creams before you fly. Even if youre not flying, adhering to the guidelines by choosing smaller containers can help you save space."
How to Pack an Overnight Bag: Essential Tips & Checklist,Stick to portable electronics unless you need your laptop for work.,"Theres really no need for heavy electronics on an overnight trip. Nowadays, a phone or tablet will have just about everything youll needincluding music and apps. Leave behind game consoles, chunky headphones, and even laptops if you can. Instead, bring your phone, charging cord, and a pair of earbuds.[15]Its okay to bring your laptop if you know youll need it for workthe goal is simply to pack as lightly as possible.Consider bringing a power bank or portable charger to ensure your phone wont die when you still need it."
How to Pack an Overnight Bag: Essential Tips & Checklist,Plan for some entertainment if youll be in a plane or car for a while.,"Grab a book (or, to save space, load one onto a lightweight tablet). Download a few gaming apps onto your phone, or make a playlist so you can listen to music as you travel. If you have room in your bag, you could even bring a thin book of crossword puzzles, sudoku, or word searches for boredom-banishing activities on the go.[16]Make sure your phone or tablet is fully charged before you leave home!"
How to Pack an Overnight Bag: Essential Tips & Checklist,"Use a duffel, backpack, or large tote bag to hold all of your things.","Youll only be gone for the night, so ditch the suitcases and bring a small, lightweight, and easy-to-carry overnight bag. Opt for something like a small duffel, a backpack, a large toteor, at most, a small roll-aboard bag. Using a small bag will help you pack efficiently since itll only have room for the essentials anyway!Try not to fill more than one travel bag for an overnight trip; more will likely be unnecessary and weigh you down. Downsize if you find yourself needing another bag to fit everything.The goal for an overnight trip should be to have 2 bags total: a purse or crossbody bag for small essentials youll keep on your person and an overnight bag with all your clothing and toiletries."
How to Pack an Overnight Bag: Essential Tips & Checklist,Cover your shoes and place them at the bottom of the bag.,"No matter how pristine your shoes look, theyve still been all over the ground (unless theyre brand new). To keep them from getting scuffed up in transit and protect your clothes from stray bits of dirt, put your shoes inside shoe bags (or a plastic grocery bag, if needed) before packing them at the bottom of your bag.Alternatively, if youve already packed your bag and need to squeeze a pair of shoes in, try packing them along the side of the bag. Arrange your shoes so that the soles are facing the side of the bag."
How to Pack an Overnight Bag: Essential Tips & Checklist,Roll each article of clothing before packing them.,"One of the best ways to save space in an overnight bag is by rolling your clothes instead of folding them flat. To roll a shirt, simply lay it flat and fold the sleeves towards the center of the shirt. Then, roll the shirt from hem to collar, smoothing out wrinkles as you go. Roll pants and skirts similarlylay them flat, fold them, and roll them up while eliminating as many wrinkles as possible.[17]Folding your clothes is also a viable option if you prefer; rolling is just the most efficient when you need to save space.Try stuffing your socks in bras or sneakers to save space. Your socks can also help the bra cups or sneaker toes keep their shape in transit."
How to Pack an Overnight Bag: Essential Tips & Checklist,Organize your belongings with clear cubes and pouches.,"Before throwing everything into your overnight bag, try separating your belongings into categories. First, pack your rolled clothing into a small clear packing cube. Then, fill one clear pouch with your toiletries, one with your medicine kit, and another with your hygiene kit. That way, you can easily sort through everything in your bag and find what you need![18]As you pack your clothes, stack them from heaviest to lightest. Place heavy jackets near the bottom of the cube, then pants and jeans, dresses, and shirts near the top.If you're packing a blazer or suit, keep it in a garment bag to avoid wrinkles and damage instead of packing it like everything else.[19]If possible, pack an anti-wrinkle spray to avoid problems with wrinkled clothes.[20]"
